organization,pacs,honoree,date,amount_usd
THE DLM GROUP,,Marc Veasey,2025-03-05,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Marc Veasey,2025-06-09,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Veasey, Marc",2025-05-29,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Veasey, Marc",2025-02-13,1000.00
"TWINLOGIC STRATEGIES, LLP",,U.S. Rep. Marc Veasey (D-TX),2025-03-09,1000.00
"BUNGE NORTH AMERICA, INC",BUNGE NORTH AMERICA INC POLITICAL ACTION COMMITTEE,Rep. Marc Allison Veasey,2025-06-03,2500.00
"SMITH & NEPHEW, INC.","Smith & Nephew, Inc. PAC (S+N PAC)","Veasey, Marc Allison Mr.",2025-02-11,5000.00
AMERICAN PSYCHIATRIC ASSOCIATION,American Psychiatric Association Political Action Committee,Marc Allison Veasey,2025-06-23,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Marc Veasey,2025-06-01,2500.00
ASTRAZENECA PHARMACEUTICALS LP,ALEXION PHARMACEUTICALS INC PAC; Zeneca Inc Political Action Committee AZPAC,Rep Marc Veasey,2025-06-25,1000.00
THE OPTIONS CLEARING CORPORATION,Options Clearing Corporation PAC,Congressman Marc Veasey,2025-03-04,2500.00
THE OPTIONS CLEARING CORPORATION,Options Clearing Corporation PAC,Congressman Marc Veasey,2025-06-23,1000.00
THE OPTIONS CLEARING CORPORATION,Options Clearing Corporation PAC,Congressman Marc Veasey,2025-06-23,2500.00
PFIZER INC.,Pfizer Inc. PAC,Rep. Marc Veasey,2025-06-23,1000.00
"IHEARTMEDIA, INC.","iHeartMedia, Inc. PAC",Marc Veasey,2025-03-24,1000.00
OVINTIV INC. (FKA ENCANA OIL & GAS (USA) INC),Ovintiv USA Inc. PAC,Marc Veasey,2025-02-21,5000.00
EMPIRE CONSULTING GROUP,,Rep. Marc Veasey,2025-01-02,500.00
