organization,pacs,honoree,date,amount_usd
WINNING STRATEGIES WASHINGTON,,Rep. LaMonica McIver,2025-03-04,500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Raja Krishnamoorthi,2025-02-05,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Raja Krishnamoorthi,2025-04-28,4000.00
"R&R PARTNERS, INC.",,Mark Amodei,2025-03-04,1000.00
"RAPISCAN SYSTEMS, INC.",OSI SYSTEMS INC PAC OSI PAC,Rep Raja Krishnamoorthi,2025-03-24,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Amodei, Mark",2025-02-13,2500.00
PENN AVENUE PARTNERS,,U.S. Representative Raja Krishnamoorthi,2025-03-10,1000.00
PENN AVENUE PARTNERS,,U.S. Representative Raja Krishnamoorthi,2025-06-25,500.00
"GREENBERG TRAURIG, LLP",,Congressman Gabe Amo,2025-03-25,1000.00
"CASSIDY & ASSOCIATES, INC.",,Congressman Mark Amodei,2025-01-14,500.00
"CASSIDY & ASSOCIATES, INC.",,Congressman Mark Amodei,2025-02-11,500.00
"CASSIDY & ASSOCIATES, INC.",,Congressman Mark Amodei,2025-03-10,500.00
"CASSIDY & ASSOCIATES, INC.",,Congressman Mark Amodei,2025-04-08,500.00
"CASSIDY & ASSOCIATES, INC.",,Congressman Mark Amodei,2025-05-14,1000.00
CUBIC CORPORATION,Cubic Corporation Employees Political Action Committee,Rep Mark Amodei,2025-01-31,1000.00
CAPITOL COUNSEL LLC,,Gabe Amo,2025-03-31,1000.00
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,REP. RAJA KRISHNAMOORTHI,2025-03-20,3000.00
"PORTER GROUP, LLC",,Congressman Mark Amodei,2025-06-10,1500.00
"PORTER GROUP, LLC",,Congressman Mark Amodei,2025-06-11,1500.00
PENN AVENUE PARTNERS,,U.S. Representative Raja Krishnamoorthi,2025-03-10,500.00
PENN AVENUE PARTNERS,,U.S. Representative Raja Krishnamoorthi,2025-06-26,1000.00
"GHAZAL & ASSOCIATES, LLC",,Representative Gabe Amo,2025-03-25,500.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Rep Raja Krishnamoorthi,2025-03-14,5000.00
DUANE MORRIS LLP,Duane Morris Government Committee,Raja Krishnamoorthi,2025-06-04,5000.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Amodei, Mark",2025-04-04,2500.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Gabe Amo,2025-03-19,1000.00
LINCOLN PARK GROUP L.L.C.,,Rep. Gabe Amo,2025-06-23,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Raja Krishnamoorthi,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Raja Krishnamoorthi,2025-06-01,2500.00
