organization,pacs,honoree,date,amount_usd
AMERICAN CHIROPRACTIC ASSOCIATION,American Chiropractic Association PAC,Rep. Tim Kennedy,2025-06-24,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Mike Kennedy,2025-06-16,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Kennedy , Mike",2025-03-04,1000.00
HARTFORD INSURANCE GROUP (FKA HARTFORD FINANCIAL SERVICES GROUP),The Hartford Insurance Group Inc Federal PAC AKA HARTFORD ADVOCATES FEDERAL FUND; The Hartford Insurance Group Inc PAC AKA THE HARTFORD ADVOCATES FUND,Rep Timothy M Kennedy,2025-05-05,1000.00
FIERCE GOVERNMENT RELATIONS,,Rep Mike Kennedy,2025-05-08,1000.00
WINSTON & STRAWN LLP,Winston & Strawn LLP Political Action Committee,Senator John Kennedy,2025-06-11,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Tim Kennedy,2025-06-01,2500.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Representative Timothy Kennedy,2025-06-24,2500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,John Kennedy,2025-02-25,1000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,John Kennedy,2025-04-01,1000.00
"THE TRAVELERS COS., INC. AND SUBSIDIARIES","The Travelers Companies, Inc. Political Action Committee (T-PAC)",TIMOTHY KENNEDY,2025-03-27,2000.00
AMERICAN ACADEMY OF OTOLARYNGOLOGY-HEAD AND NECK SURGERY,ENT PAC,Mike Kennedy,2025-06-03,1000.00
MR. DOYCE BOESCH,,John Kennedy for US,2025-02-07,500.00
MR. DOYCE BOESCH,,John Kennedy for US,2025-01-07,500.00
MR. JOHN A. DEVIERNO,,Sen. John Neely Kennedy,2025-06-10,500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Tim Kennedy,2025-05-12,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Mike Kennedy,2025-06-27,4000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Mike Kennedy,2025-06-27,5000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,John Kennedy,2025-02-28,2500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Mike Kennedy,2025-01-02,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Tim Kennedy,2025-06-18,1000.00
"BARKER LEAVITT, PLLC (SKA MR. JAMES C. BARKER)",,Mike Kennedy,2025-06-05,1000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Sen. John Neely Kennedy,2025-04-14,5000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Kennedy, Timothy",2025-05-08,2500.00
WESTERN ALLIANCE BANCORPORATION,WESTERN ALLIANCE BANCORPORATION POLITICAL ACTION COMMITTEE (WABPAC),Sen. John Neely Kennedy,2025-06-20,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Mike Kennedy,2025-05-20,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,TIM KENNEDY,2025-06-24,2500.00
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company Federal Political Action Committee (State Farm Federal PAC),Rep. Tim Kennedy,2025-04-23,1000.00
"BECTON, DICKINSON AND COMPANY",BD PAC,Rep. Mike Kennedy (R),2025-06-23,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Timothy Kennedy,2025-05-19,2000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Michael Kennedy,2025-02-11,2500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Michael Kennedy,2025-06-16,1000.00
"JONES WALKER, LLP",Jones Walker LLP,Senator John Kennedy,2025-06-11,5000.00
"NRG ENERGY, INC.",NRG Energy Inc. Political Action Committee (NRG PAC),Rep. Mike Kennedy,2025-06-27,1000.00
"TD BANK, NA",TD Bank N.A. Political Action Committee,Timothy Kennedy,2025-04-14,1500.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Timothy Kennedy,2025-04-25,50.00
HOLLAND & KNIGHT LLP,EDPAC,Rep. Tim Kennedy,2025-06-12,1000.00
MARATHON PETROLEUM COMPANY LP,Marathon Petroleum Corporation Employees Political Action Committee MPAC,Sen John Kennedy,2025-06-06,5000.00
THE AES CORPORATION,The AES Corporation Political Action Committee,Mike Kennedy,2025-03-17,1000.00
"FEDERAL HALL POLICY ADVISORS, LLC",,Rep. Tim Kennedy,2025-03-10,250.00
HF SINCLAIR CORPORATION,HF Sinclair Political Action Committee (DINO PAC),John Kennedy,2025-06-17,2500.00
AKIN GUMP STRAUSS HAUER & FELD,,Hon. John Kennedy,2025-06-30,250.00
S-3 GROUP,,Tim Kennedy,2025-05-20,1000.00
NATIONAL FUEL GAS COMPANY,National Fuel Gas Company Federal Political Action Committee,Rep Timothy M Kennedy,2025-03-06,500.00
NATIONAL FUEL GAS COMPANY,National Fuel Gas Company Federal Political Action Committee,Rep Timothy M Kennedy,2025-03-31,1000.00
NATIONAL FUEL GAS COMPANY,National Fuel Gas Company Federal Political Action Committee,Rep Timothy M Kennedy,2025-04-29,1000.00
NATIONAL FUEL GAS COMPANY,National Fuel Gas Company Federal Political Action Committee,Rep Timothy M Kennedy,2025-04-29,500.00
NATIONAL FUEL GAS COMPANY,National Fuel Gas Company Federal Political Action Committee,Rep Timothy M Kennedy,2025-03-31,500.00
FARRAGUT PARTNERS LLP,,John Kennedy,2025-05-06,1000.00
AMERICAN COUNCIL OF LIFE INSURERS,American Council of Life Insurers PAC,"Kennedy, Timothy",2025-03-10,1000.00
NATIONAL COMMUNITY PHARMACISTS ASSOCIATION,National Community Pharmacists Association - PAC,Rep. Timothy M. Kennedy,2025-04-23,1000.00
NATIONAL COMMUNITY PHARMACISTS ASSOCIATION,National Community Pharmacists Association - PAC,Rep. Timothy M. Kennedy,2025-05-21,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Kennedy, John",2025-04-18,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Kennedy, John",2025-06-25,1000.00
"CITIGROUP WASHINGTON, INC.",Citigroup Inc. PAC - Federal (Citi PAC - Federal),TIMOTHY KENNEDY,2025-02-27,2000.00
"MOLINA HEALTHCARE, INC.",Molina PAC,Michael Kennedy,2025-05-28,2500.00
INVARIANT LLC,,Rep. Tim Kennedy,2025-03-10,250.00
"ALPINE GROUP PARTNERS, LLC.",,Mike Kennedy,2025-06-30,500.00
AMERICAN CHEMISTRY COUNCIL,American Chemistry Council PAC,Sen. John Kennedy,2025-05-09,1000.00
AMERICAN CHEMISTRY COUNCIL,American Chemistry Council PAC,Rep. Timothy Kennedy,2025-05-09,1000.00
NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Good Government Fund,Mike Kennedy,2025-04-09,2000.00
NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Good Government Fund,John Kennedy,2025-06-04,5000.00
MASIELLO MARTUCCI HUGHES,,Tim Kennedy,2025-02-20,1000.00
MASIELLO MARTUCCI HUGHES,,Tim Kennedy,2025-06-14,100.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Michael Kennedy,2025-04-24,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Michael Kennedy,2025-06-10,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Timothy Kennedy,2025-06-17,2500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Timothy Kennedy,2025-06-03,2500.00
SOUTHWEST AIRLINES,Southwest Airlines Co. Political Action Committee,Rep. Tim Kennedy (D-NY),2025-03-28,1000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Mike Kennedy,2025-03-11,1000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,TIMOTHY KENNEDY,2025-06-18,2000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,John Kennedy,2025-06-18,5000.00
NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,NAIFAPAC,"Kennedy, Timothy",2025-06-26,2500.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Kennedy, Timothy",2025-06-24,2500.00
"JONES WALKER, LLP",,Sen. John Kennedy,2025-06-11,1000.00
THE VOGEL GROUP,,Representative Tim Kennedy (D-NY),2025-03-10,250.00
ASSOCIATION OF AMERICAN RAILROADS,RAILPAC,Rep. Mike Kennedy,2025-04-11,1000.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),Mike Kennedy,2025-05-02,2000.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),John Kennedy,2025-06-03,5000.00
"CITIZENS FINANCIAL GROUP, INC.","Citizens Financial Group, Inc. Political Action Committee (Citizens PAC)",Timothy Kennedy,2025-03-26,2500.00
INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,IUPAT Political Action Together Political Committee,"Kennedy, Timothy",2025-02-12,2500.00
INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,IUPAT Political Action Together Political Committee,"Kennedy, Timothy",2025-05-22,2500.00
"AIR PRODUCTS AND CHEMICALS, INC.",Air Products and Chemicals Inc Political Alliance,Sen John Kennedy,2025-03-10,5000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Michael S Kennedy,2025-06-06,1000.00
M&T BANK CORPORATION,M&T Bank and Wilmington Trust PAC,Tim Kennedy,2025-02-04,1000.00
M&T BANK CORPORATION,M&T Bank and Wilmington Trust PAC,Tim Kennedy,2025-03-21,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",BHFS-E PC PAC (Brownstein Hyatt Farber Schreck PAC),Sen. John Neely Kennedy,2025-04-29,1000.00
