organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Sharice Davids,2025-03-19,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Davids, Sharice",2025-02-13,1000.00
PENN AVENUE PARTNERS,,U.S. Representative Sharice Davids,2025-04-08,500.00
LIVESTOCK MARKETING ASSOCIATION,Livestock Marketing Association PAC,Rep. Sharice Davids,2025-03-31,1000.00
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,REP. SHARICE DAVIDS,2025-03-20,2000.00
"AMERICAN INTERNATIONAL GROUP, INC.",,Sharice Davids,2025-01-14,100.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Rep. Warren Davidson,2025-06-25,2500.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Davidson, Warren",2025-05-30,1000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Warren Davidson,2025-05-07,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Sharice Davids,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Sharice Davids,2025-06-01,2500.00
"FEDERAL HALL POLICY ADVISORS, LLC",,Rep. Warren Davidson (R-OH),2025-06-30,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Davids, Sharice",2025-05-07,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Warren Davidson,2025-06-18,2500.00
