organization,pacs,honoree,date,amount_usd
NATIONAL MILK PRODUCERS FEDERATION,National Milk Producers Federation PAC,Rep. GT Thompson,2025-03-21,2500.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. GT Thompson,2025-02-28,1000.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Thompson, Mike",2025-02-03,2500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Thompson, Mike",2025-05-05,2500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Mike Thompson,2025-04-01,1500.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Bennie Thompson,2025-03-25,500.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Bennie Thompson,2025-04-29,500.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Mike Thompson,2025-03-03,1000.00
"RAPISCAN SYSTEMS, INC.",OSI SYSTEMS INC PAC OSI PAC,Rep Bennie Thompson,2025-03-26,5000.00
DENTONS US LLP,Dentons PAC,Congressman Glenn Thompson,2025-03-03,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Thompson, Bennie",2025-03-20,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Thompson, Glenn",2025-03-20,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Thompson, Glenn",2025-02-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Thompson, Mike",2025-03-20,2000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Thompson, Mike",2025-05-29,2500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Thompson, Bennie",2025-06-06,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Thompson, Mike",2025-06-24,500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Thompson, Mike",2025-06-24,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Thompson, Bennie",2025-02-24,1500.00
LIVESTOCK MARKETING ASSOCIATION,Livestock Marketing Association PAC,Rep. Glenn (GT) Thompson,2025-03-11,1500.00
ASSOCIATION FOR CLINICAL ONCOLOGY,ASCO Association Political Action Committee,Rep. Mike Thompson,2025-05-28,1500.00
HARTFORD INSURANCE GROUP (FKA HARTFORD FINANCIAL SERVICES GROUP),The Hartford Insurance Group Inc Federal PAC AKA HARTFORD ADVOCATES FEDERAL FUND; The Hartford Insurance Group Inc PAC AKA THE HARTFORD ADVOCATES FUND,Rep Mike Thompson,2025-02-26,1500.00
"TOM ALBERT CONSULTING, LLC",,Cong. GT Thompson,2025-02-26,500.00
"TOM ALBERT CONSULTING, LLC",,Cong. GT Thompson,2025-03-25,500.00
"TOM ALBERT CONSULTING, LLC",,Cong. GT Thompson,2025-05-12,500.00
VENN STRATEGIES,ESCA PAC,Mike Thompson,2025-01-29,5000.00
AMERICAN PUBLIC POWER ASSOCIATION,APPA PUBLIC OWNERSHIP OF ELECTRIC RESOURCES PAC,Rep. Mike Thompson,2025-06-25,2000.00
"ZIMMER BIOMET, INC.","Zimmer Biomet Holdings, Inc. PAC",Rep. Mike Thompson,2025-04-17,1500.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Bennie Thompson,2025-05-15,2500.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Mike Thompson,2025-05-15,1500.00
MARK REY,,Glen Thompson,2025-03-19,500.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Rep. Glenn Thompson,2025-06-25,2500.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Rep Mike Thompson,2025-05-08,1500.00
