organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Joe Neguse,2025-04-14,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Neguse, Joe",2025-02-13,1000.00
"TWINLOGIC STRATEGIES, LLP",,U.S. Rep. Joe Neguse (D-CO),2025-01-21,1000.00
"NORTH AMERICAN SUBARU, INC.",ALLIANCE FOR AUTOMOTIVE INNOVATION POLITICAL ACTION COMMITTE,Rep. Joe Neguse,2025-04-28,185.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Joe Neguse,2025-04-29,185.00
THORSEN FRENCH ADVOCACY LLC,,U.S. Representative Joe Neguse,2025-06-23,1000.00
INVARIANT LLC,,Rep. Joe Neguse,2025-03-10,500.00
INVARIANT LLC,,Rep. Joe Neguse,2025-05-20,2000.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Joe Neguse,2025-05-22,5000.00
"THE TRAVELERS COS., INC. AND SUBSIDIARIES","The Travelers Companies, Inc. Political Action Committee (T-PAC)",Joe Neguse,2025-05-07,1000.00
GEPHARDT GROUP GOVERNMENT AFFAIRS,,Congressman Joe Neguse (D-CO),2025-06-30,1000.00
"SMALL BUSINESS MAJORITY FOUNDATION, INC.",,Congressman Joe Neguse,2025-04-30,185.00
INTERNATIONAL TRADEMARK ASSOCIATION,INTA PAC,U.S. Representative Joe Neguse,2025-06-25,5000.00
CAPITOL COUNSEL LLC,,Rep. Joe Neguse (D-CO-02),2025-05-09,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Joe Neguse,2025-06-25,3000.00
"ECONOMIC SECURITY PROJECT ACTION, INC. AND ITS AFFILIATES",,Joe Neguse for Congress,2025-04-25,185.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Neguse, Joe",2025-06-11,5000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Joe Neguse,2025-06-10,2500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Joe Neguse,2025-01-31,2500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Neguse, Joe",2025-02-05,2500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Neguse, Joe",2025-04-29,2500.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,JOE NEGUSE,2025-05-13,1000.00
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company Federal Political Action Committee (State Farm Federal PAC),Rep. Joe Neguse,2025-05-17,1000.00
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company Federal Political Action Committee (State Farm Federal PAC),Rep. Joe Neguse,2025-03-17,1000.00
"BECTON, DICKINSON AND COMPANY",BD PAC,Rep. Joe Neguse (D),2025-06-23,1000.00
