organization,pacs,honoree,date,amount_usd
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Ross, Deborah",2025-03-24,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Deborah Ross,2025-04-25,5000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Across The Aisle PAC,2025-02-19,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Norcross, Donald",2025-03-04,1000.00
HARTFORD INSURANCE GROUP (FKA HARTFORD FINANCIAL SERVICES GROUP),The Hartford Insurance Group Inc Federal PAC AKA HARTFORD ADVOCATES FEDERAL FUND; The Hartford Insurance Group Inc PAC AKA THE HARTFORD ADVOCATES FUND,Rep Deborah Ross,2025-05-05,1000.00
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,REP. DEBORAH ROSS,2025-05-15,2500.00
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,"GREG STEELE, POLITICAL COMMUNICATIONS DIRECTOR/SPEAKER OF THE HOUSE REP. MIKE JOHNSON; ELIZABETH ATKINS, SYSTEMS MANAGER, REP. DAVID E. PRICE; CHANDLER MCCALL MASON, LEGISLATIVE DIRECTOR/REP. LINDA SANCHEZ; KATIE SMITH, SENIOR ADVISOR/FIELD DIRECTO/REP. DAVID ROUZER; HUSTON WALLACE, LEGISLATIVE DIRECTOR/REP. DEBORAH ROSS; GARRETT DANIEL, SENIOR POLICY ADVISOR/SEN. THOM TILLIS; KATONYA PETTAWAY, OFFICE MANAGER/REP. GREG MURPHY; SEAN MCCABE, DEPUTY CHIEF OF STAFF/REP. PATRICK MCHENRY; JACQUELINE COLLIE BAGGETT, LEGISLATIVE DIRECTOR/REP. BRIAN FITZPATRICK; MEGHAN GALLAGHER, SENIOR LEGISLATIVE ASSISTANT/REP. PATRICK MCHENRY",2025-01-09,1000.00
VANNEVAR LABS,"Vannevar Labs, Inc. PAC",Rep. Donald Norcross,2025-06-25,1000.00
SUN LIFE FINANCIAL (U.S.) SERVICES COMPANY INC.,SUN LIFE FINANCIAL (U.S.) SERVICES COMPANY INC PAC SUN LIFE,Congressman Donald Norcross,2025-05-09,2500.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Donald Norcross,2025-06-17,2500.00
AMERICAN PSYCHIATRIC ASSOCIATION,American Psychiatric Association Political Action Committee,Deborah Ross,2025-06-23,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Don Norcross,2025-02-19,5000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Deborah Ross,2025-06-01,2500.00
